,pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_orbsmax,pl_insol,pl_orbeccen,st_teff,st_rad,tipo_planeta,x,y,cluster_kmeans,densidad_gcm3,habitable
0,11 Com b,12.2,4914.89848585,323.21,734.7283769658036,1.178,299.5778,0.238,4874.0,13.76,Gigante gaseoso,12.382412,2.1093612,1.0,14.91374314206558,False
1,11 UMi b,12.3,4684.8142,516.21997,819.9468700837081,1.53,997.29166,0.08,4213.0,29.79,Gigante gaseoso,12.940322,2.5073318,1.0,13.87166640173639,False
2,14 And b,13.100000000000001,1131.15130051,186.76,832.2926419483466,0.775,334.31396,0.0,4888.0,11.55,Gigante gaseoso,12.642077,1.8664646,0.0,2.772416092502527,False
3,14 Her b,12.5,2828.6728223,1766.41,134.75412381080298,2.8389999999999995,0.3456199999999967,0.36830000000000007,5338.0,0.93,Gigante gaseoso,10.327252,1.972485,1.0,7.980025472446976,False
4,16 Cyg B b,13.5,565.7374,798.5,209.24627696057212,1.66,2.1792200000000435,0.68,5750.0,1.13,Gigante gaseoso,9.97494,3.016445,0.0,1.2669666510186455,False
5,17 Sco b,12.900000000000002,1373.01871824,578.38,775.2079878110721,1.45,564.46422,0.06,4157.0,25.92,Gigante gaseoso,12.835179,2.3197794,0.0,3.52418684658206,False
6,18 Del b,12.5,2926.24614325,982.8499999999999,414.09508496734736,2.476,9.88839999999999,0.024,4980.0,8.8,Gigante gaseoso,12.331359,1.7225248,1.0,8.25529151964544,False
8,24 Boo b,13.9,280.64248338,30.329999999999984,1683.8065057610968,0.194,1253.88552,0.032,4816.0,12.19,Gigante gaseoso,12.729475,1.8005329,0.0,0.5757853528083469,False
9,24 Sex b,13.4,632.46,452.8,431.1094209665288,1.333,8.706399999999974,0.09,5098.0,4.9,Gigante gaseoso,13.045587,0.6365437,0.0,1.4483391407852693,False
10,24 Sex c,13.9,273.32,883.0,345.12063016753063,2.08,1.4438000000000102,0.29,5098.0,4.9,Gigante gaseoso,12.524694,0.9729985,0.0,0.5607620440576269,False
21,2MASS J19383260+4603591 b,13.4,603.877,406.0,612.5224570652098,0.92,481.57102,0.33000000000000007,29564.0,0.20300000000000007,Gigante gaseoso,9.213208,10.052487,0.0,1.3828838113398254,False
25,4 UMa b,12.6,2511.48007211,270.27,884.9013414707281,0.877,199.56,0.45300000000000007,4415.0,18.11,Gigante gaseoso,12.631273,2.198518,0.0,6.91782704717818,False
26,47 UMa b,13.2,804.08,1078.0,196.86675111506395,2.1,0.8583600000000615,0.032,5872.0,1.21334,Gigante gaseoso,8.652813,1.6134402,0.0,1.926322801012884,False
27,47 UMa c,14.2,171.62099999999998,2391.0,150.35946480080213,3.5999999999999996,0.11022000000002663,0.098,5872.0,1.21334,Gigante gaseoso,9.450546,1.0710195,0.0,0.3302607736280807,False
30,51 Peg b,14.3,146.2018,4.230784999999997,1199.506776545476,0.05269999999999997,482.3481,0.012999999999999998,5758.0,1.17561,Gigante gaseoso,7.970183,6.4269066,0.0,0.27548388947841235,False
31,55 Cnc B b,1.69,3.5,6.7993999999999915,361.677272865195,0.043999999999999984,2.9780000000000655,0.0,3286.0,0.274,Super-Tierra,0.39609116,-1.8150845,0.0,3.9953932297714703,False
32,55 Cnc B c,2.16,5.300000000000011,33.747000000000014,210.41460513649292,0.13,0.7008000000000152,0.0,3286.0,0.274,Sub-Neptuno,0.3304411,-1.9047987,0.0,2.8977853668140074,False
33,55 Cnc b,13.9,263.9785,14.65155200000001,700.0,0.118,65.97899999999993,0.0029,5198.0,0.98,Gigante gaseoso,7.1120844,4.4744725,0.0,0.5415963824354831,False
34,55 Cnc c,8.51,54.47379999999998,44.39359999999999,456.6732292442452,0.247,20.47738000000004,0.088,5198.0,0.98,Neptuniano,5.464515,3.4980907,0.0,0.4870242548808005,False
35,55 Cnc d,13.0,1232.493,4799.0,95.90914437834851,5.6,0.05403999999998632,0.0913,5198.0,0.98,Gigante gaseoso,10.154762,0.51285666,1.0,3.0910498088302227,False
36,55 Cnc e,1.875,7.990000000000009,0.7365474000000063,1958.0,0.01544000000000001,2657.8322,0.05,5172.0,0.943,Super-Tierra,3.5260565,10.890366,0.0,6.6787403851851925,False
37,55 Cnc f,7.59,44.81200000000001,260.58,253.4351482958292,0.802,2.9885600000000068,0.063,5198.0,0.98,Neptuniano,6.5635104,2.9459443,0.0,0.5647036547174912,False
38,6 Lyn b,13.4,597.83523357,919.8599999999999,340.133235347919,2.028,2.7403600000000665,0.042,4941.0,4.94,Gigante gaseoso,12.7578125,0.5819062,0.0,1.369048111374529,False
39,61 Vir b,2.11,5.100000000000023,4.215000000000003,1077.3636562177492,0.050200999999999996,270.24306,0.12,5577.0,0.963,Sub-Neptuno,2.1071696,4.30436,0.0,2.991399447153713,False
40,61 Vir c,4.46,18.19999999999999,38.021000000000015,517.593572367396,0.2175,10.74165999999991,0.14,5577.0,0.963,Neptuniano,2.38349,2.4584305,0.0,1.1303642423549982,False
41,61 Vir d,5.11,22.899999999999977,123.01,349.87670574140935,0.476,8.096000000000004,0.35,5577.0,0.963,Neptuniano,3.9595273,2.026552,0.0,0.9456368350604796,False
42,7 CMa b,13.4,587.9855,735.0999999999999,354.2803621091483,1.758,2.740359999999953,0.06,4826.0,4.87,Gigante gaseoso,12.786981,0.5783511,0.0,1.3464921320940406,False
43,7 CMa c,13.9,276.5121,996.0,320.13598974705116,2.153,2.347559999999987,0.08,4826.0,4.87,Gigante gaseoso,12.706673,0.6214758,0.0,0.5673111751890345,False
44,70 Vir b,12.6,2380.45,116.688,480.4307290696536,0.481,51.43299999999999,0.39879999999999993,5495.0,1.89,Gigante gaseoso,9.500677,2.8752146,0.0,6.556907051474323,False
45,75 Cet b,13.3,787.89662095,696.62,494.2130703871347,1.912,45.34780000000001,0.093,4809.0,10.38,Gigante gaseoso,12.681662,1.325434,0.0,1.8452954626806004,False
46,75 Cet c,13.9,289.85950718,2051.62,344.7602258241,3.9289999999999994,28.70781999999997,0.023,4809.0,10.38,Gigante gaseoso,10.141667,1.1934592,0.0,0.5946956305275617,False
47,8 UMi b,13.5,524.41687155,93.31,1030.283180597703,0.462,564.46422,0.062,4847.0,10.73,Gigante gaseoso,12.7465515,1.7837272,0.0,1.1744294923499465,False
48,81 Cet b,13.100000000000001,1051.05854195,1005.5699999999999,481.9621235503397,2.104,31.11736000000002,0.03699999999999999,4734.0,11.21,Gigante gaseoso,12.561368,1.3772316,0.0,2.5761112722503214,False
49,91 Aqr b,13.100000000000001,1017.0,181.4,815.6497130597387,0.7,299.52455999999995,0.026999999999999996,4665.0,11.0,Gigante gaseoso,12.722353,1.7943751,0.0,2.492634862200862,False
52,AF Lep b,13.0,1147.36054927,8905.0,1400.0,8.996,0.07204000000001543,0.015,6140.0,1.25,Gigante gaseoso,10.880524,0.30065334,1.0,2.8775405673544383,False
53,AT2021ueyL b,13.6,425.89006538,4168.69,69.60950450573262,4.01,0.0794400000000337,0.229,3680.0,0.5961719999999999,Gigante gaseoso,9.784206,0.758536,1.0,0.9328941791245009,False
54,AU Mic b,4.79,8.990000000000009,8.463446000000005,554.8,0.07,21.19999999999999,0.07,3540.0,0.862,Neptuniano,1.3844458,0.19777882,0.0,0.4507178420632545,False
55,AU Mic c,2.79,14.45999999999998,18.859023000000008,424.7,0.119,7.300000000000011,0.18,3540.0,0.862,Sub-Neptuno,2.6151876,0.3120189,0.0,3.66865845776329,False
56,AU Mic d,1.0199999999999996,1.0529999999999973,12.735960000000006,710.986,0.04482647060000006,134.13428,0.003049999999999997,3678.0,0.744,Terrestre,-0.15044564,-0.0673546,0.0,5.467382454711982,False
57,AU Mic e,4.87,21.100000000000023,33.110000000000014,490.8225312369476,0.10044000000000003,25.39167999999995,0.15539999999999998,3665.0,0.82,Neptuniano,2.256427,0.39014524,0.0,1.0065773890014047,False
58,BD+03 2562 b,12.7,2034.112,481.9,900.9985447577163,1.3,564.46422,0.2,4095.0,32.35,Gigante gaseoso,12.980038,2.4935231,0.0,5.471612056924902,False
60,BD+14 4559 b,13.8,330.5432,268.94,225.26836535376162,0.78,38.100300000000004,0.29,4864.0,0.86,Gigante gaseoso,8.391697,3.021164,0.0,0.6930148915250418,False
61,BD+15 2375 b,13.8,337.21763,153.22,808.2850370312993,0.576,299.52456,0.0010000000000000009,4649.0,8.95,Gigante gaseoso,12.753481,1.7700373,0.0,0.7070084614500667,False
62,BD+15 2940 b,13.7,352.78,137.48,1104.7097226588023,0.539,564.46422,0.26,4796.0,14.7,Gigante gaseoso,12.926082,1.6265923,0.0,0.7559513610149988,False
63,BD+20 2457 b,12.1,6807.63,379.63,1060.7285955081775,1.45,997.29166,0.15,4137.0,49.0,Gigante gaseoso,13.123942,2.6892962,1.0,21.1734404290905,False
64,BD+20 2457 c,12.4,3963.17,621.99,900.9283416451319,2.01,997.29166,0.18,4137.0,49.0,Gigante gaseoso,13.10523,2.6658354,1.0,11.453263307290792,False
65,BD+20 274 b,13.0,1334.886,578.2,691.2264770308313,1.3,564.46422,0.21,4296.0,17.3,Gigante gaseoso,12.810653,2.045265,0.0,3.3478479107874373,False
66,BD+20 594 b,2.57807,22.248100000000022,41.68549999999999,546.0,0.241,17.9212,0.0,5766.0,1.08,Sub-Neptuno,-5.2807193,2.1498928,0.0,7.154189033323039,False
67,BD+37 3172 b,12.4,3368.9811142,1887.76,652.402429692683,4.65,666.57766,0.59,4500.0,50.24,Gigante gaseoso,13.095737,2.6568518,1.0,9.736102104684509,False
68,BD+42 2315 b,14.2,174.80562385,123.05,1141.1413988107306,0.54,70.51594000000006,0.73,4500.0,17.85,Gigante gaseoso,10.379588,2.8872528,0.0,0.3363891398327727,False
69,BD+45 564 b,13.6,432.24663352,307.88,218.44662439496608,0.83,78.1164,0.12,5004.0,0.813064,Gigante gaseoso,7.6481924,2.8109908,0.0,0.9468179728427769,False
70,BD+48 738 b,13.9,289.2253,392.6,645.7038687375588,1.0,79.00939999999991,0.2,4414.0,11.0,Gigante gaseoso,12.890242,1.6240948,0.0,0.5933944476115189,False
71,BD+48 740 b,13.5,540.311,733.0,492.9602860118715,1.7,8.082619999999963,0.76,4534.0,10.33,Gigante gaseoso,10.219904,2.9249656,0.0,1.2100243296245492,False
72,BD+49 828 b,13.5,508.5,2590.0,293.27664435516874,4.2,0.13565999999997302,0.35,4943.0,7.6,Gigante gaseoso,9.991498,1.3403935,0.0,1.1387837219935986,False
73,BD+55 362 b,14.0,228.83645304,265.59,236.95684119640146,0.78,6.15829999999994,0.27,5012.0,0.896193,Gigante gaseoso,8.32966,3.0085266,0.0,0.45950760067434404,False
75,BD+63 1405 b,12.4,3305.4154328,1198.48,137.83661151913975,2.06,39.77639999999997,0.88,5000.0,0.804724,Gigante gaseoso,10.25855,2.502739,1.0,9.55240206497348,False
77,BD-06 1339 c,8.38,53.0,125.94,239.56323816624422,0.435,38.03230000000002,0.31,4324.0,0.686355,Neptuniano,4.960203,2.806055,0.0,0.49624416424135803,False
79,BD-08 2823 c,12.5,104.0,237.6,213.89821924260616,0.68,6.077699999999993,0.19,4746.0,0.71,Gigante gaseoso,7.771549,3.059,0.0,0.29339647999999996,False
80,BD-10 3166 b,14.1,187.5197,3.487770000000012,1134.5557413450258,0.03999999999999998,319.4776,0.019999999999999997,5393.0,0.91,Gigante gaseoso,7.7510767,6.170503,0.0,0.36858797326361353,False
81,BD-11 4672 b,14.1,206.5895,1634.0,104.42645649659767,2.36,0.12981999999993832,0.05,4550.0,0.639,Gigante gaseoso,9.065684,1.3286848,0.0,0.40607149596838776,False
82,BD-11 4672 c,4.04,15.370000000000005,74.19999999999999,292.89092490088353,0.3,5.626840000000016,0.4,4550.0,0.639,Neptuniano,4.208055,1.4015852,0.0,1.2843440290749986,False
83,BD-13 2130 b,12.5,3108.3774,714.29999,681.2329048708328,1.66,271.05276000000003,0.21,4545.0,19.17,Gigante gaseoso,12.665152,2.2197576,1.0,8.769105650688,False
84,BD-14 3065 b,21.59,3932.0000000000005,4.288973099999993,2001.0,0.06559999999999999,646.761,0.066,6935.0,2.35,Gigante gaseoso,9.75152,4.654751,1.0,2.152817331016463,False
85,BD-17 63 b,12.8,1639.9945801200001,655.57,154.51041391727972,1.34,0.9052000000000362,0.5439,4714.0,0.74,Gigante gaseoso,9.758424,2.491577,0.0,4.308877056341743,False
86,BD-210397 b,14.0,214.0,1891.0,95.22465040656618,2.63,0.01999999999998181,0.1,4051.0,0.747,Gigante gaseoso,9.180308,1.2612221,0.0,0.42971574344023317,False
87,BD-210397 c,12.900000000000002,1525.5763536,6240.0,63.577179226416774,5.9,0.003899999999987358,0.43000000000000005,4051.0,0.747,Gigante gaseoso,10.529538,0.56984836,1.0,3.915763162868955,False
88,BEBOP-3 b,14.2,177.34825111,547.0,263.3171528104482,1.444,2.4298,0.247,6033.0,1.414,Gigante gaseoso,8.462401,2.749614,0.0,0.3412820727834923,False
90,Barnard b,0.7199999999999998,0.29899999999997817,3.154200000000003,438.0,0.022899999999999976,6.759999999999991,0.03,3195.0,0.18500000000000005,Terrestre,0.90454257,-1.4166254,0.0,4.41392854080901,False
91,Barnard c,0.7430000000000003,0.33499999999997954,4.1244000000000085,400.0,0.02739999999999998,4.993999999999971,0.08,3195.0,0.18500000000000005,Terrestre,1.3419312,-1.1114503,0.0,4.500180822743362,False
92,Barnard d,0.694,0.2629999999999768,2.34020000000001,483.0,0.018799999999999983,11.4692,0.04,3195.0,0.18500000000000005,Terrestre,0.96886355,-1.2339555,0.0,4.335397631171357,False
93,Barnard e,0.6370000000000005,0.19299999999998363,6.739200000000011,340.00000000000006,0.03810000000000002,3.75,0.04,3195.0,0.18500000000000005,Terrestre,1.0741174,-1.4448688,0.0,4.114249365681649,False
94,CD Cet b,1.8200000000000003,3.9499999999999886,2.290699999999987,464.0,0.018500000000000016,8.600000000000023,0.039999999999999994,3130.0,0.17500000000000004,Super-Tierra,0.9595004,-1.268361,0.0,3.6102271716931664,False
96,CFBDSIR J145829+101343 b,12.4,3337.1,10037.5,370.0,2.5999999999999996,0.06884000000007973,0.2854,580.5,0.7400178,Gigante gaseoso,10.496452,0.50750333,1.0,9.643968081803227,False
99,CI Tau c,13.0,1144.1822652,25.19999999999999,558.5229485643862,0.17000000000000004,31.402259999999956,0.58,3807.0,1.880857,Gigante gaseoso,9.393898,3.4101303,0.0,2.8695695408520714,False
103,CoRoT-1 b,16.7,327.35,1.5089557000000013,1898.0,0.02751999999999999,2852.63,0.0,5950.0,1.11,Gigante gaseoso,9.740144,8.781232,0.0,0.3872706020423566,False
104,CoRoT-10 b,10.87,874.0,13.2406,600.0,0.10549999999999998,16.108900000000006,0.53,5075.0,0.79,Gigante gaseoso,9.34544,3.488948,0.0,3.7495089900433123,False
105,CoRoT-11 b,16.03,740.51,2.994329999999991,1657.0,0.04359999999999997,1890.649,0.0,6440.0,1.37,Gigante gaseoso,9.5827055,8.071362,0.0,0.9905626750279787,False
106,CoRoT-12 b,16.14,291.438,2.8280420000000106,1442.0,0.04015999999999992,661.1334,0.07,5675.0,1.116,Gigante gaseoso,8.794257,6.6223936,0.0,0.3819330012485417,False
107,CoRoT-13 b,9.92,415.704,4.03519,1700.0,0.05099999999999999,546.5339,0.0,5945.0,1.01,Neptuniano,8.040416,7.333069,0.0,2.3463931699433136,False
108,CoRoT-14 b,12.22,2415.4,1.512139999999988,1952.0,0.027000000000000024,1326.233,0.0,6035.0,1.21,Gigante gaseoso,9.612432,4.9337244,0.0,7.293349793603553,False
109,CoRoT-16 b,13.11,170.032,5.352270000000004,1093.5342957415749,0.06180000000000002,470.81682,0.33000000000000007,5650.0,1.19,Gigante gaseoso,9.076169,5.0480027,0.0,0.41579014067833675,False
110,CoRoT-17 b,11.43,772.29,3.768100000000004,1626.0,0.04610000000000003,1428.81524,0.0,5740.0,1.59,Gigante gaseoso,8.867546,7.482599,0.0,2.849661789534525,False
111,CoRoT-18 b,14.68,1102.82,1.9000693000000126,1550.0,0.02949999999999997,823.7009,0.08,5440.0,1.0,Gigante gaseoso,9.072236,7.1234264,0.0,1.9207819490224154,False
112,CoRoT-19 b,14.46,352.78,3.897130000000004,2000.0,0.05180000000000001,1103.809,0.047,6090.0,1.65,Gigante gaseoso,9.3308735,7.814281,0.0,0.6429107326562667,False
113,CoRoT-2 b,16.432,1102.82,1.7429935000000114,1521.0,0.027980000000000005,932.9076,0.0143,5625.0,0.906,Gigante gaseoso,9.014649,7.2050085,0.0,1.3695722684018699,False
114,CoRoT-20 b,9.41556,1366.6690000000003,9.242850000000004,1024.0,0.09000000000000002,180.8704,0.59,5880.0,1.02,Neptuniano,9.583843,3.5145442,0.0,9.021452704513017,False
115,CoRoT-20 c,12.2,5403.11,1675.0,153.80948927777524,2.8999999999999995,71.46731999999997,0.6,5880.0,1.02,Gigante gaseoso,10.582347,2.1082156,1.0,16.39516969482027,False
116,CoRoT-21 b,14.5717,718.2958,2.724739999999997,1870.0175603173643,0.04170000000000007,1995.3362000000002,0.0,6200.0,1.95,Gigante gaseoso,9.613878,8.195302,0.0,1.279158206701849,False
117,CoRoT-22 b,4.88,12.199999999999989,9.755979999999994,885.0,0.09199999999999992,212.8835,0.077,5939.0,1.136,Neptuniano,1.5247784,4.1392865,0.0,0.5784315372211766,False
118,CoRoT-23 b,11.77,889.9,3.63130000000001,1660.0,0.04799999999999999,1303.46726,0.16,5900.0,1.61,Gigante gaseoso,9.331949,6.65889,0.0,3.007207647148672,False
119,CoRoT-24 b,3.7,5.699999999999989,5.113400000000013,1070.0,0.055999999999999994,248.5368,0.0,4950.0,0.86,Sub-Neptuno,-0.3070259,6.810022,0.0,0.6200422482380102,False
120,CoRoT-24 c,5.0,28.0,11.759000000000015,850.0,0.09799999999999998,125.75918000000001,0.0,4950.0,0.86,Neptuniano,-0.61325836,5.1253324,0.0,1.23424,False
121,CoRoT-25 b,12.11,85.81,4.860690000000005,1330.0,0.05780000000000002,649.01772,0.0,6040.0,1.19,Gigante gaseoso,7.8269544,6.935785,0.0,0.2662300485709245,False
122,CoRoT-26 b,14.12,165.26,4.204739999999987,1600.0,0.05259999999999998,944.9420799999999,0.0,5590.0,1.79,Gigante gaseoso,8.721785,7.329474,0.0,0.32345603393022443,False
123,CoRoT-27 b,11.287,3302.11,3.575320000000005,1500.0,0.047599999999999976,1008.5548999999999,0.065,5900.0,1.08,Gigante gaseoso,9.724425,4.621408,0.0,12.653409408432372,False
124,CoRoT-28 b,10.704594999999998,153.82972,5.20850999999999,1234.1367679829077,0.06030000000000002,372.0544,0.047,5150.0,1.78,Gigante gaseoso,7.2738776,6.3112698,0.0,0.6910048986141535,False
125,CoRoT-29 b,10.0881,270.1555,2.8505700000000047,1120.2580248624897,0.03860000000000002,227.73814,0.082,5260.0,0.9,Gigante gaseoso,7.252935,6.109657,0.0,1.4498974186395281,False
126,CoRoT-3 b,11.32,6883.91,4.256799999999998,1695.0,0.05782999999999999,2092.9975999999997,0.0,6740.0,1.56,Gigante gaseoso,10.26787,3.9597187,1.0,26.148543427526093,False
127,CoRoT-30 b,11.309881,921.707,9.06004999999999,818.2813212886675,0.08439999999999998,176.60261999999997,0.007000000000000006,5650.0,0.91,Gigante gaseoso,7.619171,5.1435914,0.0,3.510511325211364,False
128,CoRoT-31 b,16.36514,266.9772,4.629410000000007,1522.8249886259723,0.058599999999999985,1046.9914199999998,0.019999999999999997,5700.0,2.15,Gigante gaseoso,9.138927,7.3276978,0.0,0.33563450171242376,False
129,CoRoT-32 b,6.38913,47.674499999999995,6.718369999999993,938.0,0.07100000000000001,132.26,0.109,5970.0,0.79,Neptuniano,3.1243346,4.317991,0.0,1.0071927043884101,False
130,CoRoT-35 b,18.83108758,349.6112477,3.227480000000014,1747.0,0.04290000000000005,1777.32046,0.0,6390.0,1.65,Gigante gaseoso,9.906265,8.048981,0.0,0.2884767293787191,False
131,CoRoT-36 b,15.80466279,216.12331676,5.616531000000009,1567.0,0.066,1160.19522,0.0,6730.0,1.52,Gigante gaseoso,9.416048,7.5703087,0.0,0.30164596503669383,False
132,CoRoT-4 b,13.34,228.83,9.202049999999986,1074.0,0.09000000000000002,203.95169999999996,0.0,6190.0,1.17,Gigante gaseoso,7.521643,5.858976,0.0,0.5311253994279179,False
133,CoRoT-5 b,15.558,148.42,4.037896200000006,1438.0,0.04946999999999996,786.2949,0.09,6100.0,1.186,Gigante gaseoso,8.980651,6.578006,0.0,0.21716144592079656,False
134,CoRoT-6 b,13.068,940.74,8.886593000000005,1017.0,0.08550000000000002,301.77188,0.1,6090.0,1.025,Gigante gaseoso,8.365955,5.464489,0.0,2.3227038079520845,False
135,CoRoT-7 b,1.6813500000000001,4.076605180000001,0.853591630000011,1756.0,0.017015999999999976,1829.3277999999996,0.0,5275.0,0.83,Super-Tierra,2.9013557,10.606293,0.0,4.725805747784584,False
136,CoRoT-7 c,2.83,8.399999999999977,3.6980000000000075,1004.8624801086886,0.045999999999999985,224.70999999999998,0.0,5256.0,0.864273,Sub-Neptuno,-0.78143734,6.758512,0.0,2.04207448189154,False
137,CoRoT-7 d,4.31,17.141999999999996,8.966000000000008,754.36,0.10402,101.99741999999998,0.024,5250.0,0.8389,Neptuniano,-2.5268881,3.7650628,0.0,1.179726348219991,False
138,CoRoT-8 b,6.39,69.92000000000002,6.212289999999996,870.0,0.063,127.53477999999996,0.0,5080.0,0.77,Neptuniano,-0.58274716,5.153671,0.0,1.47655777235529,False
139,CoRoT-9 b,11.948794,266.9772,95.27265599999998,420.0,0.4021,85.3160200000001,0.133,5625.0,0.96,Gigante gaseoso,7.4916697,3.3124127,0.0,0.8622904003576634,False
140,DE CVn b,12.4,3823.27330161,4098.1,42.904340617692014,5.75,0.10546000000005051,0.0,3579.0,0.4247540000000001,Gigante gaseoso,10.36398,0.6468934,1.0,11.04897236784552,False
141,DENIS-P J082303.1-491201 b,11.9,9057.77,246.36,1063.570743458701,0.36,485.21506,0.345,5830.4,1.1820000000000002,Gigante gaseoso,10.461565,3.444838,1.0,29.616382014990872,False
143,DMPP-1 b,4.26,16.80000000000001,17.812000000000012,877.0,0.14229999999999998,123.59308000000004,0.2,6196.0,1.26,Neptuniano,3.042089,3.3559592,0.0,1.1973802301565357,False
144,DMPP-1 c,3.31,10.939999999999998,10.030000000000001,1239.0,0.0973,452.32768,0.22,6196.0,1.26,Sub-Neptuno,2.802535,4.1336174,0.0,1.6622063593482705,False
145,DMPP-1 d,2.02,4.720000000000027,3.1417000000000144,1632.0,0.04466999999999999,961.9962800000001,0.36,6196.0,1.26,Sub-Neptuno,3.8888495,2.9050694,0.0,3.155291511897997,False
146,DMPP-1 e,1.8600000000000003,4.1299999999999955,5.515999999999991,1314.0,0.06509999999999999,441.30762,0.07,6196.0,1.26,Super-Tierra,2.4076478,4.8937535,0.0,3.5364116928179836,False
147,DMPP-2 b,14.2,171.48,5.203000000000003,1000.0,0.06638,287.67438,0.06,6500.0,1.78,Gigante gaseoso,7.4904175,5.552277,0.0,0.32998943871521136,False
148,DMPP-2 c,8.26,51.78999999999999,3.1680000000000064,1747.8560267929665,0.04788999999999999,1178.87712,0.28,6500.0,1.78,Neptuniano,9.238311,6.3347554,0.0,0.5063576409833617,False
149,DMPP-2 d,11.599999999999998,91.79000000000002,16.490999999999985,1010.779827350698,0.1432,241.3201,0.1,6500.0,1.78,Gigante gaseoso,7.3408084,5.2019916,0.0,0.324020882877527,False
150,DMPP-3 A b,1.44,2.670000000000016,5.590000000000003,854.0,0.059579999999999966,137.08726000000001,0.42000000000000004,5138.0,0.91,Super-Tierra,4.0276375,2.4114,0.0,4.926918563528837,False
151,DMPP-4 b,3.53,12.199999999999989,3.498199999999997,1505.2862292583407,0.04853000000000002,570.4989,0.063,6400.0,1.38,Sub-Neptuno,1.9319669,9.737792,0.0,1.5282250471542962,False
152,DMPP-6 b,2.2800000000000002,5.800000000000011,7.602699999999999,1100.9641360437774,0.07789999999999997,310.60360000000003,0.3400000000000001,6182.09,1.27,Sub-Neptuno,3.8343356,2.7626233,0.0,2.696342464348009,False
153,DMPP-6 c,3.74,13.470000000000027,36.441,654.2430936600563,0.2206,71.15840000000003,0.31,6182.09,1.27,Sub-Neptuno,3.781903,2.3310754,0.0,1.41874514371247,False
154,DMPP-7 b,9.13,61.390000000000015,4.984000000000009,1354.2042301139318,0.058730000000000004,695.6022399999999,0.1,5996.82,1.53949,Neptuniano,7.4771605,6.3206334,0.0,0.4444643164442121,False
155,DMPP-8 b,10.8,81.09,62.91499999999999,530.2455799266311,0.3098,48.173400000000015,0.275,6009.0,1.24,Gigante gaseoso,5.012976,3.1212804,0.0,0.3546889288980338,False
156,DMPP-9 b,3.89,14.430000000000007,12.733000000000004,910.639680610511,0.10970000000000002,199.33076000000003,0.25,6092.0,1.26,Sub-Neptuno,3.1505187,3.2931244,0.0,1.3507318045981658,False
157,DP Leo b,12.7,1995.88832,10220.0,22.31235724701378,8.19,0.08357999999998356,0.3899999999999999,13500.0,0.011500000000000066,Gigante gaseoso,10.919354,0.27806687,1.0,5.368793161825694,False
158,DS Tuc A b,5.7,413.179,8.13826800000001,850.0,0.09517199999999998,115.82760000000002,0.0,5428.0,0.964,Neptuniano,-0.75989985,5.2134156,0.0,12.293209192572071,False
159,EPIC 201170410.02,1.0469999999999997,1.1499999999999773,6.798699999999997,457.37390992052724,0.03489999999999999,11.965599999999995,0.0,3648.0,0.28200000000000003,Terrestre,-0.390201,-1.3449315,0.0,5.5208938132699075,False
160,EPIC 201238110 b,1.87,4.160000000000025,28.165600000000012,555.22,0.083596,54.41399999999999,0.1558,3587.0,0.3739999999999999,Super-Tierra,2.3511744,0.34616202,0.0,3.505258974220579,False
161,EPIC 201427007 b,1.5,2.8600000000000136,0.7209100000000035,1220.6,0.04564400000000002,720.1618,0.012200000000000003,5633.0,0.94,Super-Tierra,0.27302182,9.493298,0.0,4.669214814814837,False
162,EPIC 201497682 b,0.6920000000000002,0.2599999999999909,2.1317400000000077,730.6,0.06851999999999997,95.64580000000001,0.11399999999999999,4991.0,0.554,Terrestre,1.3508406,2.3218286,0.0,4.323213300379144,False
163,EPIC 201595106 b,1.5650000000000004,7.670000000000016,0.8772400000000005,2038.0,0.017699999999999994,2852.0,0.0,5679.0,0.98,Super-Tierra,3.6786869,11.046109,0.0,11.02564327497873,False
164,EPIC 201615463 c,1.2199999999999998,1.9800000000000182,3.8046400000000062,1343.0,0.07478799999999997,1308.2086,0.0,5960.0,1.61,Terrestre,1.4736978,10.666282,0.0,6.008101999726908,False
165,EPIC 201754305 d,1.0300000000000002,1.079999999999984,2.715779999999995,979.2,0.04114000000000001,145.5322,0.013999999999999992,4761.0,0.544,Terrestre,0.44157115,6.811569,0.0,5.445824986478697,False
166,EPIC 201757695.02,0.9081900000000003,0.6879999999999882,2.047799999999995,937.8166660378679,0.029600000000000015,160.90560000000005,0.0,4520.0,0.655,Terrestre,-0.3089234,1.975635,0.0,5.060691811653408,False
167,EPIC 201833600 c,1.0,0.97199999999998,3.961510000000004,780.0,0.042154000000000025,59.56520000000006,0.0,4326.0,0.634,Terrestre,-0.6597553,1.1172874,0.0,5.35571999999989,False
168,EPIC 201841433 b,1.04,1.1200000000000045,4.169800000000009,944.4069168810313,0.03500000000000003,184.53400000000002,0.0,5053.0,0.628461,Terrestre,0.19402097,6.5689006,0.0,5.486174328629971,False
169,EPIC 205950854 c,1.3100000000000005,2.269999999999982,8.050722000000007,960.6,0.057791999999999955,196.239,0.0,5502.7,0.83,Super-Tierra,-0.90754545,6.83283,0.0,5.563698266662641,False
170,EPIC 206024342 b,1.7000000000000006,3.5299999999999727,4.507560000000012,1142.544,0.06686439999999999,868.6792,0.0,5724.0,0.823,Super-Tierra,-0.014035711,9.415511,0.0,3.958945654386287,False
