,pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_orbsmax,pl_insol,pl_orbeccen,st_teff,st_rad,tipo_planeta,x,y,cluster_kmeans,densidad_gcm3,habitable
342,GJ 876 e,3.92,14.600000000000023,124.26,137.62155800642972,0.3343,0.34406000000001313,0.055,3293.74,0.30000000000000004,Sub-Neptuno,1.7632962,-0.91607183,0.0,1.3355072610051955,False
343,GJ 887 b,1.7999999999999998,3.8999999999999773,9.261899999999997,426.0,0.06830000000000003,7.800000000000011,0.14,3688.0,0.46799999999999997,Super-Tierra,2.2766762,-0.042999174,0.0,3.684670781892984,False
344,GJ 887 c,2.43,6.5,21.783999999999992,320.0,0.121,2.5,0.17,3688.0,0.46799999999999997,Sub-Neptuno,2.660312,0.17720339,0.0,2.49600892946062,False
345,GJ 887 d,2.34,6.100000000000023,50.77000000000001,241.0,0.212,0.8100000000000023,0.09400000000000001,3688.0,0.46799999999999997,Sub-Neptuno,1.7921818,-0.9368551,0.0,2.623214846532849,False
346,GJ 887 e,1.12,1.4599999999999795,4.424900000000008,544.0,0.04170000000000007,20.899999999999977,0.066,3688.0,0.46799999999999997,Terrestre,1.1290854,-0.43948352,0.0,5.725987381559685,False
347,GJ 896 A b,13.3,718.29219982,284.39,115.89195716216909,0.63965,9.128899999999987,0.35,3345.0,0.394682,Gigante gaseoso,8.349944,3.2454615,0.0,1.682278235447372,False
349,GJ 9066 c,9.6,66.74396547,771.3599999999999,60.05469892290273,0.88,2.162959999999998,0.4600000000000001,3154.0,0.16399999999999992,Neptuniano,4.376797,1.5043982,0.0,0.4156711716712104,False
350,GJ 9404 b,3.48,11.899999999999977,13.45859999999999,433.1010211877639,0.0943,7.237120000000004,0.49,3811.0,0.626041,Sub-Neptuno,4.417272,1.3483729,0.0,1.5558252961641754,False
351,GJ 96 b,4.67,19.660000000000025,73.94,235.812656184738,0.291,0.7565000000000168,0.43999999999999995,3785.0,0.580612,Neptuniano,4.323705,1.3426511,0.0,1.0636150420211836,False
352,GJ 9689 b,3.07,9.649999999999977,18.27000000000001,453.04,0.1139,8.103379999999959,0.29,3836.0,0.57,Sub-Neptuno,3.598408,1.0803987,0.0,1.83765417568259,False
354,GJ 9773 b,14.2,172.580825,2965.0,54.77997129252935,2.9209999999999994,0.08592000000004418,0.218,3528.0,0.3619999999999999,Gigante gaseoso,9.319948,1.1278751,0.0,0.332107823505704,False
355,GJ 9827 b,1.44,4.279999999999973,1.208974000000012,1035.01,0.018900000000000028,318.0,0.0,4236.0,0.58,Super-Tierra,-0.108590394,1.3317016,0.0,7.897832004458112,False
356,GJ 9827 c,1.13,1.8600000000000136,3.648102999999992,715.94,0.03949999999999998,73.0,0.0,4236.0,0.58,Terrestre,-0.9222874,0.74948794,0.0,7.102793893119244,False
357,GJ 9827 d,1.98,3.019999999999982,6.201830000000001,675.0,0.05299999999999999,34.89999999999998,0.0,4236.0,0.58,Super-Tierra,-0.90547484,0.67600226,0.0,2.1436948816807884,False
358,GPX-1 b,16.47720163,6261.2196179,1.7445789999999874,2300.0,0.0338,4650.0,0.0,7000.0,1.56,Gigante gaseoso,10.25648,4.016627,1.0,7.711878305141609,False
362,Gaia-1 b,13.77583728,533.95172376,3.0525240000000053,1159.07,0.040470000000000006,426.5351,0.0022000000000000075,5470.0,0.952,Gigante gaseoso,7.9193077,6.156262,0.0,1.1253810008994176,False
363,Gaia-2 b,14.81827249,259.66580852,3.6915223999999967,1213.23,0.04670000000000002,512.0235,0.0694,5720.0,1.064,Gigante gaseoso,8.142773,6.233512,0.0,0.4397173849895363,False
364,Gaia-4 b,12.4,3750.3752026,571.3,480.59060263189815,0.6252873242,83.10269999999997,0.3380000000000001,4034.0,0.624,Gigante gaseoso,9.655223,2.7295787,1.0,10.83830234295068,False
365,Gaia-5 b,12.1,6633.07885409,358.62,715.4607907757472,1.422124,384.85305999999997,0.6423,3447.0,0.345,Gigante gaseoso,10.517542,2.377275,1.0,20.630542491077588,False
367,Gl 378 b,3.66,13.019999999999982,3.8220000000000027,830.0,0.039435,72.19914,0.109,3879.0,0.56,Sub-Neptuno,1.1139325,0.7735769,0.0,1.463252675578815,False
368,Gl 410 b,2.83,8.399999999999977,6.02000000000001,541.8944859453804,0.05309999999999998,15.562679999999887,0.1004,3842.0,0.543,Sub-Neptuno,1.6592002,-0.018404104,0.0,2.04207448189154,False
369,Gl 49 b,2.24,5.6299999999999955,13.850799999999992,398.79117461213866,0.09050000000000002,7.883380000000045,0.363,3805.0,0.511,Sub-Neptuno,3.7977395,1.0959076,0.0,2.760043575186768,False
370,Gl 686 b,2.46,6.624000000000024,15.530000000000001,379.0,0.09099999999999991,5.275380000000041,0.05,3656.0,0.42700000000000005,Sub-Neptuno,1.0726823,-1.048087,0.0,2.4516959030387535,False
371,Gl 725 A b,1.48,2.7799999999999727,11.220100000000002,344.0151924652833,0.068,3.74939999999998,0.0,3433.0,0.351,Super-Tierra,0.28217855,-1.7817473,0.0,4.725102659269888,False
372,Gliese 12 b,0.9299999999999997,0.9499999999999886,12.761417999999992,314.6,0.067,1.6200000000000045,0.24,3328.0,0.2649999999999999,Terrestre,3.093577,0.45279074,0.0,6.507682533999135,False
373,HAT-P-1 b,14.784671,166.86075,4.4652997599999935,1322.0,0.05561000000000005,259.687,0.0,5980.0,1.174,Gigante gaseoso,8.193339,6.6739507,0.0,0.28449248318484116,False
374,HAT-P-11 b,4.36,25.0,4.888000000000005,838.0,0.052580000000000016,100.76999999999998,0.251,4653.0,0.683,Neptuniano,2.9622834,2.4516068,0.0,1.6620042871626808,False
375,HAT-P-11 c,13.2,851.78013076,3361.0,83.76376565452415,4.1,0.17000000000007276,0.652,4653.0,0.683,Gigante gaseoso,10.186315,1.4171097,1.0,2.040597312870266,False
376,HAT-P-12 b,10.749000000000002,67.059,3.2130597999999964,963.0,0.03839999999999999,118.07499999999999,0.0,4650.0,0.701,Gigante gaseoso,6.903815,5.6320186,0.0,0.29751199695803854,False
377,HAT-P-13 b,14.258,270.462,2.916249999999991,1740.0,0.04382999999999998,1978.5245,0.0133,5653.0,1.1982000000000002,Gigante gaseoso,9.509714,8.072817,0.0,0.5141407454923754,False
378,HAT-P-13 c,12.3,4538.421,446.27,340.00000000000006,1.258,165.71602,0.6616,5653.0,3.392694999999999,Gigante gaseoso,10.364048,2.423993,1.0,13.43819827532005,False
379,HAT-P-14 b,15.91678,1093.3352,4.627669999999995,1624.0,0.059599999999999986,1038.78,0.11,6600.0,1.82,Gigante gaseoso,9.363293,7.114019,0.0,1.4939610975286262,False
380,HAT-P-15 b,11.88154,616.5902,10.863499999999988,904.0,0.09650000000000003,79.75779999999997,0.19,5568.0,1.07,Gigante gaseoso,8.413559,5.315437,0.0,2.0254895803100186,False
382,HAT-P-17 b,11.76945,184.3414,10.338519999999988,800.0,0.08919999999999995,110.512,0.35,5246.0,0.87,Gigante gaseoso,8.958252,4.446786,0.0,0.6230257197981822,False
383,HAT-P-17 c,13.100000000000001,1080.6,5584.0,91.09684004695885,5.6,0.08823999999998478,0.3899999999999999,5336.96,0.838682,Gigante gaseoso,10.500836,0.6560802,1.0,2.6485164524033933,False
384,HAT-P-18 b,11.153,62.610000000000014,5.5080230000000086,852.0,0.055900000000000005,82.2407,0.084,4803.0,0.749,Gigante gaseoso,6.7106433,5.31121,0.0,0.24866816870026012,False
385,HAT-P-19 b,11.29865255,88.03846873999998,4.008783219999998,981.2,0.045989999999999975,154.0,0.07,4962.0,0.773,Gigante gaseoso,7.0067286,5.624998,0.0,0.33631335857061745,False
386,HAT-P-2 b,10.659759,2866.81223114,5.633515799999998,1540.0,0.06813999999999998,588.518,0.5172,6380.0,1.39,Gigante gaseoso,9.592673,4.378335,0.0,13.040933768481427,False
387,HAT-P-2 c,12.4,3400.7639549,8500.0,117.21696682656773,8.524600000000001,0.08358000000009724,0.37,6412.0,1.416,Gigante gaseoso,10.874239,0.3435703,1.0,9.827952124540023,False
388,HAT-P-20 b,9.718,2302.899,2.8753169999999955,970.0,0.03610000000000002,85.11680000000007,0.015,4595.0,0.694,Neptuniano,8.500314,4.6842904,0.0,13.82597622910856,False
389,HAT-P-21 b,12.44199,1547.8321,4.1244800000000055,1367.0,0.050370000000000026,459.542,0.23,5588.0,1.21,Gigante gaseoso,9.224818,5.053828,0.0,4.427982584549583,False
390,HAT-P-22 b,12.890350000000002,785.0401,3.212220000000002,1463.0,0.04139999999999999,325.569,0.019999999999999997,5302.0,1.11,Gigante gaseoso,8.297136,6.336326,0.0,2.0195253614066146,False
391,HAT-P-23 b,15.334,664.237,1.2128840000000025,2056.0,0.0232,2796.2342,0.106,5905.0,1.203,Gigante gaseoso,9.754189,8.677111,0.0,1.0150987325978909,False
392,HAT-P-24 b,14.5717,238.3725,3.355240000000009,1637.0,0.046509999999999996,1294.929,0.07,6373.0,1.38,Gigante gaseoso,9.46324,7.1609125,0.0,0.4244994048789322,False
393,HAT-P-25 b,12.722215,180.84527,3.6528151400000013,1182.0,0.046599999999999975,325.0,0.023,5519.0,0.919,Gigante gaseoso,7.714304,6.1859517,0.0,0.4839166455826695,False
394,HAT-P-26 b,7.06167,22.248100000000022,4.234520000000003,1080.0,0.04748000000000002,185.0743,0.12,5079.0,0.87,Neptuniano,3.3502114,4.284142,0.0,0.34811462632401663,False
395,HAT-P-27 b,11.43,197.05,3.0395770000000084,1091.99,0.03999999999999998,336.0384,0.0,5316.0,0.864673,Gigante gaseoso,7.219643,6.0425973,0.0,0.727091967561121,False
396,HAT-P-28 b,13.585,198.953,3.257215000000002,1384.0,0.043399999999999994,554.7122,0.051,5680.0,1.103,Gigante gaseoso,8.388784,6.6985497,0.0,0.4372432994304119,False
397,HAT-P-29 b,13.11453,279.6904,5.723189999999988,1281.0,0.06669999999999998,433.0,0.09,6087.0,1.3,Gigante gaseoso,8.637485,6.331257,0.0,0.6832363535317062,False
398,HAT-P-3 b,10.53646,206.5895,2.8996999999999957,1189.0,0.03866000000000003,176.587,0.0,5185.0,0.87,Gigante gaseoso,7.144735,6.1145477,0.0,0.973140786301942,False
399,HAT-P-30 b,16.14096,263.7989,2.8105999999999938,1630.0,0.04189999999999999,1467.9573,0.04,6229.6,1.671,Gigante gaseoso,9.507078,7.7420363,0.0,0.3456499475731871,False
400,HAT-P-31 b,12.21781,721.4741,5.005419999999987,1450.0,0.061,746.9025,0.25,6065.0,1.39,Gigante gaseoso,9.2823305,5.5636587,0.0,2.179677507369242,False
401,HAT-P-32 b,22.19382,216.1244,2.150008200000002,1835.7,0.03397,1841.0,0.159,6001.0,1.367,Gigante gaseoso,9.870604,7.4911923,0.0,0.10893293904128688,False
402,HAT-P-33 b,20.73665,292.4036,3.4744699999999966,1782.0,0.049949999999999994,1701.38,0.0,6446.0,1.79,Gigante gaseoso,9.930164,7.962233,0.0,0.18068351112971112,False
403,HAT-P-34 b,13.417173,1058.3739,5.4526539999999954,1520.0,0.06774000000000002,433.78,0.43200000000000005,6442.0,1.53,Gigante gaseoso,9.268234,4.7741733,0.0,2.414391322473027,False
404,HAT-P-35 b,14.930388,335.62848,3.6467059999999947,1581.0,0.04977999999999999,999.6688,0.019999999999999997,6096.0,1.435,Gigante gaseoso,8.946973,7.34788,0.0,0.5556446318736643,False
405,HAT-P-36 b,14.313893,587.413406,1.3273468300000104,1780.97,0.02410000000000001,1821.0,0.063,5620.0,1.041,Gigante gaseoso,9.406622,7.8301773,0.0,1.103626584552057,False
406,HAT-P-37 b,13.204,371.528,2.7974360000000047,1271.0,0.03789999999999999,412.3914,0.058,5500.0,0.877,Gigante gaseoso,7.943843,6.228755,0.0,0.889255585204992,False
407,HAT-P-38 b,9.247,84.857,4.640381999999988,1082.0,0.05230000000000001,243.03370000000004,0.067,5330.0,0.923,Neptuniano,7.1369777,6.0780306,0.0,0.5913392413524612,False
408,HAT-P-39 b,17.609,190.372,3.5438699999999983,1752.0,0.0509,1915.6934,0.0,6430.0,1.625,Gigante gaseoso,9.828434,8.075447,0.0,0.19211027381269777,False
409,HAT-P-4 b,14.28,213.255,3.056535999999994,1686.0,0.044379999999999975,1438.0,0.0,5860.0,1.596,Gigante gaseoso,9.21386,7.7971663,0.0,0.40352105375021985,False
410,HAT-P-40 b,17.03768,152.5584,4.457240000000013,1770.0,0.06080000000000002,1747.4151000000002,0.0,6080.0,1.94,Gigante gaseoso,9.756996,7.99906,0.0,0.16996376886554415,False
411,HAT-P-41 b,22.97845,378.2177,2.6940500000000043,1941.0,0.04258000000000001,2485.0721,0.0,6390.0,2.05,Gigante gaseoso,9.947449,8.207646,0.0,0.1717636488691113,False
412,HAT-P-42 b,14.348,331.801,4.641877999999991,1428.0,0.057499999999999996,684.0973,0.0,5743.0,1.53,Gigante gaseoso,8.3704,7.0072894,0.0,0.618949455803683,False
413,HAT-P-43 b,13.63,210.395,3.3326414,1353.0,0.044399999999999995,521.877,0.0,5693.0,1.08,Gigante gaseoso,8.114834,6.814215,0.0,0.4578249387966987,False
414,HAT-P-44 b,13.922,111.87099999999998,4.301219000000003,1108.0,0.05070000000000002,185.119,0.044,5295.0,0.949,Gigante gaseoso,7.714052,6.0886273,0.0,0.22843583372111798,False
415,HAT-P-44 c,13.0,1271.3000000000002,872.2,171.88450857885186,1.752,0.8949999999999818,0.494,5295.0,0.949,Gigante gaseoso,9.7628765,2.3384616,0.0,3.188376422394174,False
416,HAT-P-45 b,15.984,283.492,3.128992000000011,1652.0,0.04520000000000002,1052.239,0.049,6330.0,1.319,Gigante gaseoso,9.442693,7.268271,0.0,0.3825040113890119,False
417,HAT-P-46 b,14.392,156.684,4.463129000000009,1458.0,0.057699999999999974,1405.4798,0.123,6120.0,1.396,Gigante gaseoso,9.271928,6.5354652,0.0,0.289609496112061,False
418,HAT-P-49 b,17.82231,699.226,2.6915500000000065,2131.0,0.043779999999999986,4392.03,0.0,6820.0,2.06,Gigante gaseoso,9.567407,9.296169,0.0,0.6805768731091315,False
419,HAT-P-5 b,13.56289,311.4734,2.788489999999996,1517.0,0.040730000000000044,850.6753999999999,0.0,5960.0,1.12,Gigante gaseoso,8.471787,7.1734843,0.0,0.6878850073794684,False
420,HAT-P-50 b,14.437192,429.0705,3.1220108999999923,1862.0,0.04529999999999995,2108.4362,0.115,6280.0,1.698,Gigante gaseoso,9.6961565,7.9524684,0.0,0.7856553254980095,False
421,HAT-P-51 b,13.50682174,97.57332094999998,4.218020910000007,1168.2,0.05042000000000002,310.0,0.07,5453.0,0.995,Gigante gaseoso,7.872751,6.1897545,0.0,0.21818414140905698,False
422,HAT-P-52 b,11.309881,259.98494,2.7535953000000006,1218.0,0.03693999999999997,227.75899999999996,0.047,5131.0,0.893,Gigante gaseoso,7.294139,6.224595,0.0,0.9902062979389298,False
423,HAT-P-53 b,14.773462,471.65972,1.9616240999999945,1778.0,0.03158999999999995,1400.0226,0.134,5956.0,1.209,Gigante gaseoso,9.52481,7.036467,0.0,0.8059972303212374,False
424,HAT-P-54 b,10.581296,241.5508,3.7998469999999998,818.0,0.041169999999999984,88.67129999999997,0.074,4390.0,0.617,Gigante gaseoso,6.2460766,5.066786,0.0,1.1234234595109625,False
425,HAT-P-55 b,14.84069045,189.42573057,3.585231300000004,1367.0,0.04627999999999999,583.0,0.17,5804.0,1.105,Gigante gaseoso,9.048523,5.926158,0.0,0.3193215656760098,False
426,HAT-P-56 b,16.92559,734.1873,2.7908299999999997,1840.0,0.04230000000000006,3514.9999999999995,0.29,6566.0,1.47,Gigante gaseoso,9.904549,6.9708147,0.0,0.8343091705221956,False
427,HAT-P-57 b,19.503660000000004,448.1403,2.4653000000000134,2200.0,0.04059999999999997,2726.6328,0.0,6330.0,1.85,Gigante gaseoso,9.764315,8.784547,0.0,0.332826001160159,False
428,HAT-P-58 b,14.93036229,118.23216739999998,4.013837899999999,1622.0,0.049939999999999984,1146.0,0.073,6078.0,1.53,Gigante gaseoso,9.404461,7.115289,0.0,0.19573847997286453,False
429,HAT-P-59 b,12.58768533,489.45574678,4.141977099999991,1277.8,0.050640000000000074,441.4,0.03,5678.0,1.1038,Gigante gaseoso,7.994621,6.2263384,0.0,1.3521578615227217,False
430,HAT-P-6 b,16.58932,419.5356,3.8529800000000023,1675.0,0.05238999999999999,1099.44,0.0,6570.0,1.62,Gigante gaseoso,9.411948,7.6921396,0.0,0.5063311707948766,False
431,HAT-P-60 b,18.28184752,182.43350562,4.794781300000011,1772.0,0.06276999999999999,1634.0,0.25,6212.0,2.197,Gigante gaseoso,9.856166,6.7877393,0.0,0.16451138371923293,False
432,HAT-P-61 b,10.07687365,335.9446262,1.9023128899999904,1505.0,0.030100000000000016,849.5,0.113,5587.0,0.938,Gigante gaseoso,8.975627,6.426516,0.0,1.8090137084005282,False
433,HAT-P-62 b,12.02723629,241.86741773,2.6453234999999893,1512.0,0.037719999999999976,867.2,0.101,5629.0,1.17,Gigante gaseoso,8.960212,6.5564556,0.0,0.7660047044195594,False
434,HAT-P-63 b,12.5428494,195.1466419,3.3777279999999905,1237.0,0.04293999999999998,387.4,0.069,5400.0,0.9661,Gigante gaseoso,7.820908,6.1890483,0.0,0.5449090963243579,False
435,HAT-P-64 b,19.08889413,184.34047606,4.007231999999988,1766.0,0.05386999999999992,1611.0,0.101,6457.0,1.735,Gigante gaseoso,9.849424,7.6776185,0.0,0.14602593499541974,False
436,HAT-P-65 b,18.05766791,176.07693748,2.6054475100000047,1818.0,0.04042000000000001,1821.0,0.30399999999999994,5872.0,1.666,Gigante gaseoso,9.861614,6.7453766,0.0,0.16476656553391653,False
437,HAT-P-66 b,17.82231,248.86089,2.9720859999999902,1896.0,0.04363,1939.5100000000002,0.09,6002.0,1.881,Gigante gaseoso,9.832978,7.982889,0.0,0.24222349620202271,False
438,HAT-P-67 b,23.9872187,143.02278315,4.810106899999994,1903.0,0.06505,2029.17,0.0,6640.0,2.62,Gigante gaseoso,9.998031,8.056481,0.0,0.05709750608690536,False
439,HAT-P-68 b,12.016048000000001,230.10892,2.298405510000009,1027.8,0.029959999999999987,184.8,0.041,4508.0,0.6701,Gigante gaseoso,7.036693,5.673126,0.0,0.7308026094169484,False
440,HAT-P-69 b,18.786284000000002,1137.8314,4.786949099999987,1930.0,0.06555000000000005,2320.1799999999994,0.0,7394.0,1.926,Gigante gaseoso,9.700313,8.671798,0.0,0.9455986924739931,False
441,HAT-P-7 b,16.92559,584.8072,2.204739999999987,2733.0,0.03809000000000001,4353.408,0.0,6389.0,2.0,Gigante gaseoso,9.5750475,9.295857,0.0,0.6645579540090215,False
442,HAT-P-70 b,20.96083,2154.8874,2.744324519999992,2562.0,0.04738999999999999,5405.6,0.0,8450.0,1.858,Gigante gaseoso,9.457429,9.451899,0.0,1.2892904135827998,False
443,HAT-P-8 b,15.692600000000002,406.8224,3.0763399999999876,1713.0,0.04496,1519.9645,0.0,6200.0,1.57,Gigante gaseoso,9.469112,7.8488445,0.0,0.5800584287776178,False
444,HAT-P-9 b,15.614137,238.05467,3.922810720000001,1540.0,0.05286999999999992,931.0,0.084,6350.0,1.338,Gigante gaseoso,9.281007,6.8240204,0.0,0.3445675283966644,False
445,HATS-1 b,14.594,589.55,3.4464590000000044,1359.0,0.044399999999999995,489.9461,0.12,5870.0,1.038,Gigante gaseoso,8.875091,6.2337446,0.0,1.0450792304521859,False
446,HATS-10 b,10.861521,167.17858,3.3128460000000075,1407.0,0.044910000000000005,836.8558,0.501,5880.0,1.105,Gigante gaseoso,9.236512,4.4782033,0.0,0.7188864407467315,False
447,HATS-11 b,18.03,263.7989,3.6191880000000083,1596.0,0.05070000000000002,1027.296,0.3400000000000001,6563.0,1.54,Gigante gaseoso,9.781585,6.480037,0.0,0.24799184460082513,False
448,HATS-12 b,7.76,759.6137,3.1427019999999857,1446.0,0.04409999999999997,566.4817,0.085,6357.0,1.17,Neptuniano,8.538524,6.2630763,0.0,8.956930903014415,False
449,HATS-13 b,13.585308,172.58169,3.0440499000000045,1244.0,0.040569999999999995,315.9878,0.181,5523.0,0.887,Gigante gaseoso,8.96822,5.71411,0.0,0.3792607061708845,False
450,HATS-14 b,11.646151,340.39593,2.766764099999989,1276.0,0.03815000000000002,505.884,0.142,5346.0,0.933,Gigante gaseoso,8.777183,5.805142,0.0,1.1873772056395324,False
451,HATS-15 b,12.385945,689.6911,1.7474875300000008,1505.0,0.027119999999999977,2201.3363,0.126,5311.0,0.922,Gigante gaseoso,9.456807,7.391216,0.0,1.9999483462102625,False
452,HATS-16 b,14.5717,1039.3041,2.68650199999999,1592.0,0.03744000000000003,994.8095,0.0,5738.0,1.238,Gigante gaseoso,9.012397,7.1922145,0.0,1.8508174052721444,False
453,HATS-17 b,8.709393,425.25654,16.25461100000001,814.0,0.13080000000000003,72.69999999999999,0.028999999999999998,5846.0,1.091,Neptuniano,6.7997727,4.75069,0.0,3.546818265053096,False
454,HATS-18 b,14.896761,629.144485,0.8378399999999999,2069.48,0.01739999999999997,2990.0,0.166,5600.0,1.02,Gigante gaseoso,9.759292,8.546203,0.0,1.0486400550858446,False
455,HATS-2 b,12.57647635,435.42491759,1.3541337899999917,1550.0,0.023170000000000024,950.0563,0.0,5227.0,0.876,Gigante gaseoso,8.534929,7.1969705,0.0,1.2061128424921408,False
456,HATS-22 b,10.682177,870.8542,4.722812400000009,858.0,0.05025000000000002,111.29899999999998,0.079,4803.0,0.689,Gigante gaseoso,6.69525,5.1604433,0.0,3.93656783998071,False
457,HATS-23 b,20.84874,467.2101,2.1605155999999965,1654.0,0.03397,994.8004,0.114,5780.0,1.199,Gigante gaseoso,9.782919,7.5716305,0.0,0.2840693524979064,False
458,HATS-24 b,15.636555,718.2958,1.3484977999999899,2166.0,0.023799999999999988,2706.9606,0.0,6125.0,1.12,Gigante gaseoso,9.736794,8.868249,0.0,1.035217715930894,False
459,HATS-25 b,14.12334,194.82979,4.298643199999987,1277.0,0.05163000000000001,454.8721,0.176,5715.0,1.107,Gigante gaseoso,9.0270195,5.7746196,0.0,0.3810611891725393,False
460,HATS-26 b,19.61575,206.5895,3.3023881000000017,1918.0,0.04735,2236.5716,0.245,6071.0,2.04,Gigante gaseoso,9.903738,6.870186,0.0,0.15081519148218073,False
461,HATS-27 b,16.8135,168.4499,4.63703799999999,1659.0,0.06109999999999999,1342.5733,0.581,6438.0,1.74,Gigante gaseoso,9.285894,4.517705,0.0,0.19527559586570958,False
462,HATS-28 b,13.383545999999999,213.58176,3.1810781000000077,1253.0,0.04131000000000001,384.00642,0.202,5498.0,0.922,Gigante gaseoso,9.022702,5.664389,0.0,0.4909103312151855,False
463,HATS-29 b,14.022459,207.54299,4.605874900000003,1212.0,0.05475000000000002,356.0,0.158,5670.0,1.073,Gigante gaseoso,8.839096,5.7405057,0.0,0.4147507035990419,False
464,HATS-3 b,15.48,340.382,3.5478510000000085,1648.0,0.04849999999999993,1212.0044,0.0,6351.0,1.404,Gigante gaseoso,9.34877,7.7051225,0.0,0.5055979630249877,False
465,HATS-30 b,13.170575,224.38798,3.1743515999999943,1414.0,0.04354000000000002,718.9097,0.096,5943.0,1.061,Gigante gaseoso,8.92068,6.399164,0.0,0.5411740712402087,False
466,HATS-31 b,18.38276,279.6904,3.3779600000000016,1823.0,0.04780000000000001,1619.406,0.233,6050.0,1.87,Gigante gaseoso,9.862496,6.821426,0.0,0.24808300125528146,False
467,HATS-32 b,14.000041,292.4036,2.81265479999999,1437.0,0.04024,614.5934,0.471,5700.0,1.097,Gigante gaseoso,9.238897,4.4855976,0.0,0.5871463852162869,False
468,HATS-33 b,13.78707,378.85336,2.549555099999992,1429.0,0.037270000000000025,757.1284,0.08,5659.0,1.022,Gigante gaseoso,8.913998,6.4951677,0.0,0.7965385521785739,False
469,HATS-34 b,16.02887,299.07803,2.1061607000000038,1445.0,0.03166000000000002,691.8428,0.108,5380.0,0.98,Gigante gaseoso,8.864424,6.4779654,0.0,0.40015420985832717,False
470,HATS-35 b,16.409976,388.38826,1.820999300000011,2037.0,0.03198999999999996,2440.7,0.30600000000000005,6300.0,1.433,Gigante gaseoso,9.904691,6.8726654,0.0,0.4842770129522432,False
471,HATS-36 b,12.919999999999998,1022.14128,4.1751859999999965,1203.0,0.05230000000000001,561.0,0.105,5950.0,1.1,Gigante gaseoso,8.493533,5.631458,0.0,2.611409537024561,False
472,HATS-37 A b,6.792654,31.465169999999972,4.331536599999993,1085.0,0.04913000000000001,229.7,0.0,5326.0,0.877,Neptuniano,-0.44769165,5.304072,0.0,0.553175836624936,False
473,HATS-38 b,6.882326,23.519420000000025,4.375021000000004,1294.0,0.050360000000000016,464.7,0.0,5732.0,1.105,Neptuniano,0.9539111,9.658439,0.0,0.3975323587325039,False
474,HATS-39 b,17.598129999999998,200.2329,4.5776347999999984,1645.0,0.06007000000000001,1547.1014,0.275,6572.0,1.621,Gigante gaseoso,9.82848,6.682362,0.0,0.20243587140935734,False
475,HATS-4 b,11.433,420.471,2.516728999999998,1315.0,0.03620000000000001,558.828,0.012999999999999998,5403.0,0.925,Gigante gaseoso,7.8295217,6.663238,0.0,1.5502689050342175,False
476,HATS-40 b,17.71022,505.3497,3.2642735999999957,2101.0,0.049970000000000014,3163.3761999999997,0.312,6460.0,2.26,Gigante gaseoso,9.909656,6.9421124,0.0,0.501270033440638,False
477,HATS-41 b,14.90797,3082.951,4.1936489999999935,1710.0,0.05830000000000002,1300.3125,0.38,6424.0,1.71,Gigante gaseoso,9.676929,4.555519,0.0,5.126992600181236,False
478,HATS-42 b,15.692600000000002,597.5204,2.292102,1856.0,0.03688999999999998,1637.2058000000002,0.229,6060.0,1.48,Gigante gaseoso,9.781108,6.764217,0.0,0.8519608172671261,False
479,HATS-43 b,13.22662,82.95363,4.388849700000009,1003.0,0.049439999999999984,192.2328,0.173,5099.0,0.812,Gigante gaseoso,8.367208,5.372427,0.0,0.19753332071232751,False
480,HATS-44 b,11.960003,177.9848,2.743900400000001,1161.0,0.03649000000000002,306.417,0.279,5080.0,0.847,Gigante gaseoso,9.019468,5.1458707,0.0,0.5732454918196002,False
481,HATS-45 b,14.414774,222.481,4.187624400000004,1518.0,0.05510999999999999,811.3504,0.24,6450.0,1.315,Gigante gaseoso,9.38267,6.1041536,0.0,0.4092804624436789,False
482,HATS-46 b,10.121727,54.98459,4.742372899999992,1054.0,0.053669999999999995,209.7699,0.559,5495.0,0.853,Gigante gaseoso,9.320871,4.0020576,0.0,0.2921653654142726,False
483,HATS-47 b,12.520453,117.27927,3.922803799999997,852.9,0.042690000000000006,87.73000000000002,0.088,4512.0,0.6564,Gigante gaseoso,6.6658516,5.274231,0.0,0.3292401008670452,False
484,HATS-48 A b,8.9672,77.23268999999999,3.1316665999999884,954.6,0.03769,137.60000000000002,0.162,4546.0,0.7152,Neptuniano,4.878007,3.9686842,0.0,0.5901768796409385,False
485,HATS-49 b,8.574885,112.19398999999999,4.148046700000009,834.8,0.04515000000000002,80.45000000000005,0.071,4405.0,0.6977,Neptuniano,5.1724586,4.085791,0.0,0.9804744460047237,False
486,HATS-5 b,10.223,75.32299999999998,4.7633869999999945,1025.0,0.054200000000000026,183.2395,0.019000000000000003,5304.0,0.871,Gigante gaseoso,6.971012,5.831939,0.0,0.38845804973078896,False
487,HATS-50 b,12.666169999999997,123.9537,3.8297014999999988,1275.39,0.050460000000000005,625.3023,0.516,5990.0,1.117,Gigante gaseoso,9.284795,4.338716,0.0,0.33610514133017644,False
488,HATS-51 b,15.804690000000003,244.09344,3.3488701999999932,1553.0,0.04638999999999999,740.2246,0.33000000000000007,5758.0,1.44,Gigante gaseoso,9.2849655,5.6152735,0.0,0.3406824496318592,False
489,HATS-52 b,15.490838,711.9392,1.3666543600000125,1834.0,0.024980000000000002,1310.2200000000003,0.246,6010.0,1.046,Gigante gaseoso,9.722424,6.6212745,0.0,1.0552850083288947,False
